Signal_A,Hold,Analysis,Partner,A_type,A_resolved,B_type,B_resolved,L2 Type,N,A_alone_AR,Group_AR,Hit_alone,Hit_group,IE,p_value,sig
ST-07,10,LL ST-03->ST-07,ST-03,opportunity,opportunity,risk,risk,Strong Leader,110,0.014709512404052646,0.002872524571266535,46.45161290322581,57.27272727272727,-0.00789620389100705,0.4316278405942211,
ST-07,10,LL ST-07->ST-03,ST-03,opportunity,opportunity,risk,risk,Strong Leader,136,0.014709512404052646,0.0010165620301504585,46.45161290322581,43.38235294117647,-0.011322747533743608,0.16494024976160682,
ST-07,10,LL ST-04->ST-07,ST-04,opportunity,opportunity,risk,risk,Strong Leader,53,0.010124687807709512,0.022561711891592024,46.081714668452776,52.83018867924528,0.004334194451939464,0.813476829899817,
ST-07,10,LL ST-07->ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Leader,137,0.010124687807709512,0.04257841372870966,46.081714668452776,54.01459854014598,0.03249033982247873,0.011375183263357735,**
ST-07,10,LL ST-02B->ST-07,ST-02B,opportunity,opportunity,risk,risk,Moderate Leader,34,0.00955709631332487,0.030640674201927065,45.71615434924787,50.0,0.016216044126157295,0.4200124114293369,
ST-07,10,LL ST-07->ST-02B,ST-02B,opportunity,opportunity,risk,risk,Moderate Leader,66,0.00955709631332487,0.09472726125410642,45.71615434924787,71.21212121212122,0.08479943814564828,4.82491342479463e-06,***
ST-07,10,LL ST-07->FS-01,FS-01,opportunity,opportunity,opportunity,opportunity,Strong Leader,3,0.012103308316538327,0.10327122644597826,46.43705463182898,100.0,0.09116791812944,0.24319022789173061,
ST-07,15,Co-occ ST-01B,ST-01B,opportunity,opportunity,opportunity,opportunity,Strong Positive,229,0.01334350146894057,0.0011550895640516112,46.479835953520166,48.03493449781659,-0.012188411904888959,0.10923551346977267,
ST-07,15,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,62,0.011929777236655,0.0054922784432293315,46.62576687116564,48.38709677419355,-0.006437498793425669,0.5812412819678352,
ST-07,15,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,127,0.012084915594449634,0.006875316959954321,46.51757188498403,48.818897637795274,-0.005209598634495312,0.6856818708658938,
ST-07,15,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Positive,104,0.011200225029197042,0.019231738585220808,46.34760705289673,51.92307692307693,0.008031513556023766,0.5372354544859994,
ST-07,15,Co-occ ST-03,ST-03,opportunity,opportunity,risk,risk,Strong Positive,86,0.012002380657567016,0.005932963060177229,46.637608966376085,47.674418604651166,-0.0060694175973897875,0.5658146275525118,
ST-07,15,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,23,0.012250092782712945,-0.028667247613914565,46.91431995206711,30.434782608695656,-0.04091734039662751,0.11417111569179239,
ST-07,15,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Strong Positive,65,0.01297177287915594,-0.020292558694751498,46.8961278426552,41.53846153846154,-0.03326433157390744,0.09191793177210439,*
ST-07,15,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,11,0.01207162039345501,-0.046030520197272745,46.87685901249257,18.181818181818183,-0.058102140590727755,0.01542023956945937,**
ST-07,15,Co-occ ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Positive,5,0.01190979241561207,-0.06115232918193773,46.82868998221695,0.0,-0.0730621215975498,1.7482928438283807e-07,***
ST-07,15,LL ST-09->ST-07,ST-09,opportunity,opportunity,risk,risk,Moderate Leader,69,0.00648877321667731,0.007024783693144039,43.88335704125178,50.72463768115942,-0.014689817191573534,0.2916764796596727,
ST-07,15,LL ST-07->ST-09,ST-09,opportunity,opportunity,risk,risk,Moderate Leader,174,0.00648877321667731,0.05948953521942619,43.88335704125178,68.96551724137932,0.05434301286904194,2.6973388219886374e-05,***
ST-07,15,LL ST-11->ST-07,ST-11,opportunity,opportunity,opportunity,opportunity,Moderate Leader,87,0.018071908411448213,-0.016283662466055206,48.33997343957503,43.67816091954023,-0.020379955387753355,0.03666606772369696,**
ST-07,15,LL ST-07->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Moderate Leader,104,0.018071908411448213,-0.0594240183528891,48.33997343957503,25.0,-0.07399280586575195,1.3880230298468632e-11,***
ST-07,15,LL ST-12->ST-07,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,70,0.004689502327117644,0.0213193133564548,44.57308248914617,51.42857142857142,0.0006172535397546749,0.963755555722507,
ST-07,15,LL ST-07->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,152,0.004689502327117644,0.07609846365942138,44.57308248914617,62.5,0.07172592750024707,8.363397759825197e-05,***
ST-07,15,LL ST-03->ST-07,ST-03,opportunity,opportunity,risk,risk,Strong Leader,110,0.014639321873311757,-9.01675716700485e-05,46.37992831541219,52.72727272727272,-0.008144851679250841,0.49796016782051633,
ST-07,15,LL ST-07->ST-03,ST-03,opportunity,opportunity,risk,risk,Strong Leader,136,0.014639321873311757,-0.0071976616893306,46.37992831541219,47.794117647058826,-0.019295824917321413,0.04134905944101086,**
ST-07,15,LL ST-04->ST-07,ST-04,opportunity,opportunity,risk,risk,Strong Leader,53,0.009852786056882744,0.04145796479911683,46.28265237776289,56.60377358490566,0.0250529795352065,0.34208536068974604,
ST-07,15,LL ST-07->ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Leader,137,0.009852786056882744,0.03897325398275575,46.28265237776289,51.82481751824818,0.02719050876893373,0.06676895266520311,*
ST-07,15,LL ST-02B->ST-07,ST-02B,opportunity,opportunity,risk,risk,Moderate Leader,34,0.008072595119140838,0.05128718321875831,45.519947678221065,58.82352941176471,0.037196214871160344,0.10235383781116592,
ST-07,15,LL ST-07->ST-02B,ST-02B,opportunity,opportunity,risk,risk,Moderate Leader,66,0.008072595119140838,0.11297978444210233,45.519947678221065,74.24242424242425,0.10387176169736241,7.157815510927534e-05,***
ST-07,15,LL ST-07->FS-01,FS-01,opportunity,opportunity,opportunity,opportunity,Strong Leader,3,0.01158799531822162,0.02328352929192305,46.61520190023753,66.66666666666666,0.011695533973701454,0.46618254473488596,
ST-07,20,Co-occ ST-01B,ST-01B,opportunity,opportunity,opportunity,opportunity,Strong Positive,229,0.018606047153629127,0.006898328154161833,47.84688995215311,51.96506550218341,-0.011707718999467294,0.1776930620230328,
ST-07,20,Co-occ ST-09,ST-09,opportunity,opportunity,risk,risk,Strong Positive,62,0.018010310730008115,-0.008974876723399085,48.40490797546012,48.38709677419355,-0.0269851874534072,0.03102962106844398,**
ST-07,20,Co-occ ST-02A,ST-02A,opportunity,opportunity,risk,risk,Strong Positive,127,0.017702001737401028,0.008635680425432063,48.242811501597444,50.39370078740157,-0.009066321311968965,0.5858077987545989,
ST-07,20,Co-occ ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Positive,104,0.01576517583629518,0.03620447024063204,48.2367758186398,50.96153846153846,0.02043929440433686,0.22978183540013286,
ST-07,20,Co-occ ST-03,ST-03,opportunity,opportunity,risk,risk,Strong Positive,86,0.017004462250294724,0.017339508826618093,48.38107098381071,48.837209302325576,0.00033504657632336954,0.9825962381995479,
ST-07,20,Co-occ ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Positive,23,0.01749815745385118,-0.017567854670223444,48.412222887956865,47.82608695652174,-0.03506601212407462,0.2072521457943295,
ST-07,20,Co-occ ST-02B,ST-02B,opportunity,opportunity,risk,risk,Strong Positive,65,0.018892498338243132,-0.029811240973216892,49.04732636754763,32.30769230769231,-0.04870373931146002,0.013066310877027032,**
ST-07,20,Co-occ ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Strong Positive,11,0.01744283720958892,-0.04736774693240833,48.54253420582986,27.27272727272727,-0.06481058414199725,0.005024776137252607,***
ST-07,20,Co-occ ST-08,ST-08,opportunity,opportunity,risk,risk,Moderate Positive,5,0.017214386647750924,-0.04806122833866588,48.48844101956135,20.0,-0.0652756149864168,0.0016433667085193893,***
ST-07,20,LL ST-09->ST-07,ST-09,opportunity,opportunity,risk,risk,Moderate Leader,69,0.012545217653072635,0.006817721302701926,46.15931721194879,50.72463768115942,-0.02127971573505611,0.17293995119057737,
ST-07,20,LL ST-07->ST-09,ST-09,opportunity,opportunity,risk,risk,Moderate Leader,174,0.012545217653072635,0.06525310729733465,46.15931721194879,66.66666666666666,0.05448145798449836,0.00030801937647462196,***
ST-07,20,LL ST-11->ST-07,ST-11,opportunity,opportunity,opportunity,opportunity,Moderate Leader,87,0.02392893275241667,-0.0038709036736825015,50.0,49.42528735632184,-0.0108203369039606,0.3292330176940679,
ST-07,20,LL ST-07->ST-11,ST-11,opportunity,opportunity,opportunity,opportunity,Moderate Leader,104,0.02392893275241667,-0.06863026532763097,50.0,24.03846153846154,-0.09057193981333259,1.1102230246251565e-15,***
ST-07,20,LL ST-12->ST-07,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,70,0.008133205160226229,0.01596998482609359,46.59913169319827,47.14285714285714,-0.012208095850566071,0.4521673509468367,
ST-07,20,LL ST-07->ST-12,ST-12,opportunity,opportunity,adaptive,opportunity,Strong Leader,152,0.008133205160226229,0.09584513154952105,46.59913169319827,65.13157894736842,0.08938236947366943,5.464740201466256e-06,***
ST-07,20,LL ST-03->ST-07,ST-03,opportunity,opportunity,risk,risk,Strong Leader,110,0.020205346679008255,-0.0026109605712417243,48.67383512544803,49.09090909090909,-0.015723711309838632,0.2171565621477749,
ST-07,20,LL ST-07->ST-03,ST-03,opportunity,opportunity,risk,risk,Strong Leader,136,0.020205346679008255,-0.005442332489325258,48.67383512544803,47.05882352941176,-0.021279191818317306,0.05691416655188064,*
ST-07,20,LL ST-04->ST-07,ST-04,opportunity,opportunity,risk,risk,Strong Leader,53,0.015147380471922529,0.032473335204189234,47.95713328868051,56.60377358490566,0.009217235582309233,0.7495589416327166,
ST-07,20,LL ST-07->ST-04,ST-04,opportunity,opportunity,risk,risk,Strong Leader,137,0.015147380471922529,0.048652663201224945,47.95713328868051,52.55474452554745,0.033233250860480866,0.03827425324516143,**
ST-07,20,LL ST-02B->ST-07,ST-02B,opportunity,opportunity,risk,risk,Moderate Leader,34,0.01428584326629309,0.031108046721141838,48.005232177894044,50.0,0.01046874138578431,0.7281401129417246,
ST-07,20,LL ST-07->ST-02B,ST-02B,opportunity,opportunity,risk,risk,Moderate Leader,66,0.01428584326629309,0.12227906479952781,48.005232177894044,72.72727272727273,0.10765518268151783,0.00011291990651551842,***
ST-07,20,LL ST-07->FS-01,FS-01,opportunity,opportunity,opportunity,opportunity,Strong Leader,3,0.01693605439297553,0.028297708293735947,48.33729216152019,66.66666666666666,0.011361653900760492,0.6254454080698699,
ST-08,1,Co-occ ST-11,ST-11,risk,risk,opportunity,opportunity,Strong Positive,32,-0.0018754294259291544,-0.00732580569326384,42.857142857142854,31.25,-0.0054503762673346855,0.360600118522852,
ST-08,1,Co-occ ST-13,ST-13,risk,risk,opportunity,opportunity,Strong Positive,23,-0.0019277875647415717,-0.007764889655419221,42.74193548387097,30.434782608695656,-0.00583710209067765,0.3160717038373131,
ST-08,1,Co-occ FS-04,FS-04,risk,risk,opportunity,opportunity,Strong Positive,9,-0.0021018268911481464,-0.002186847416897419,42.34828496042216,44.44444444444444,-8.502052574927256e-05,0.9960689702634029,
ST-08,1,Co-occ ST-12,ST-12,risk,risk,adaptive,risk,Strong Positive,21,-0.0016388918115078073,-0.01858348185035939,42.761394101876675,28.57142857142857,-0.01694459003885158,0.14718579785983388,
ST-08,1,Co-occ ST-04,ST-04,risk,risk,risk,risk,Moderate Positive,14,-0.0019975247952312633,-0.007766445673802129,42.23107569721115,50.0,-0.005768920878570866,0.6777409471408076,
ST-08,1,Co-occ FS-03,FS-03,risk,risk,opportunity,opportunity,Moderate Positive,7,-0.002175001776140841,0.0057335628035239715,42.368421052631575,42.857142857142854,0.007908564579664813,0.6455186059020281,
ST-08,1,Co-occ ST-02B,ST-02B,risk,risk,risk,risk,Moderate Positive,22,-0.0030051443791411074,0.02845300691898879,41.61073825503356,68.18181818181817,0.0314581512981299,0.001091605038733956,***
ST-08,1,Co-occ ST-07,ST-07,risk,risk,opportunity,opportunity,Moderate Positive,5,-0.001895936436112934,-0.033632569184863056,42.51968503937008,20.0,-0.031736632748750125,0.056982144250423916,*
ST-08,1,LL ST-10->ST-08,ST-10,risk,risk,opportunity,opportunity,Moderate Leader,10,-0.0013337708020090884,0.009045918094591297,42.31292517006803,60.0,0.010379688896600384,0.5568114369600159,
ST-08,1,LL ST-08->ST-10,ST-10,risk,risk,opportunity,opportunity,Moderate Leader,22,-0.0013337708020090884,-0.03286382053234566,42.31292517006803,36.36363636363637,-0.03153004973033654,0.02808446974108003,**
ST-08,1,LL ST-12->ST-08,ST-12,risk,risk,adaptive,risk,Strong Leader,21,-0.0013122351619660948,-0.01951350754808525,42.77539341917024,33.33333333333333,-0.0184534576645187,0.1405177262279378,
ST-08,1,LL ST-08->ST-12,ST-12,risk,risk,adaptive,risk,Strong Leader,27,-0.0013122351619660948,0.0032054794800303547,42.77539341917024,48.148148148148145,0.005196440296508032,0.47445546736194877,
ST-08,1,LL ST-06->ST-08,ST-06,risk,risk,risk,risk,Strong Leader,5,-0.0018436061217335373,-0.0006011099136608883,42.72363150867824,40.0,0.0012424962080726596,0.918996218585715,
ST-08,1,LL ST-08->ST-06,ST-06,risk,risk,risk,risk,Strong Leader,11,-0.0018436061217335373,-0.01513147334517594,42.72363150867824,27.27272727272727,-0.013287867223442393,0.2000501676845292,
ST-08,1,LL FS-04->ST-08,FS-04,risk,risk,opportunity,opportunity,Strong Leader,30,-0.0014338020638697976,-0.0036512754823452547,42.77620396600567,43.333333333333336,-0.0015240746592022278,0.8944147975743413,
ST-08,1,LL ST-08->FS-04,FS-04,risk,risk,opportunity,opportunity,Strong Leader,23,-0.0014338020638697976,-0.02989515209488303,42.77620396600567,26.08695652173913,-0.02865691774771299,0.022063577833092207,**
ST-08,1,LL FS-01->ST-08,FS-01,risk,risk,opportunity,opportunity,Moderate Leader,5,-0.0020095075804690554,-0.0110849396303507,42.72486772486773,0.0,-0.009075432049881654,0.023164350432870462,**
ST-08,1,LL ST-08->FS-01,FS-01,risk,risk,opportunity,opportunity,Moderate Leader,4,-0.0020095075804690554,-0.0016330780092558422,42.72486772486773,25.0,0.00037642957121320945,0.9666825768908112,
ST-08,3,Co-occ ST-11,ST-11,risk,risk,opportunity,opportunity,Strong Positive,32,-0.007823280690633726,0.0012010533713921459,40.816326530612244,43.75,0.009024334062025872,0.3361442181667367,
ST-08,3,Co-occ ST-13,ST-13,risk,risk,opportunity,opportunity,Strong Positive,23,-0.00721108782111719,-0.015070793948697857,41.263440860215056,30.434782608695656,-0.007859706127580668,0.4515457549668356,
ST-08,3,Co-occ FS-04,FS-04,risk,risk,opportunity,opportunity,Strong Positive,9,-0.007820348564749995,0.02401629026102854,40.76517150395778,55.55555555555556,0.031836638825778536,0.19813775143799472,
ST-08,3,Co-occ ST-12,ST-12,risk,risk,adaptive,risk,Strong Positive,21,-0.007511661243836316,-0.005141824372826069,40.88471849865952,42.857142857142854,0.0023698368710102467,0.9079534312376012,
ST-08,3,Co-occ ST-04,ST-04,risk,risk,risk,risk,Moderate Positive,14,-0.007476144988153417,-0.005867173117979717,41.03585657370518,35.714285714285715,0.0016089718701737003,0.9234108515363464,
ST-08,3,Co-occ FS-03,FS-03,risk,risk,opportunity,opportunity,Moderate Positive,7,-0.007502003171165588,-0.001450741377913235,40.921052631578945,42.857142857142854,0.006051261793252353,0.7806305197329195,
ST-08,3,Co-occ ST-02B,ST-02B,risk,risk,risk,risk,Moderate Positive,22,-0.007760647769025717,0.003182044917859971,40.671140939597315,50.0,0.010942692686885688,0.6020472250999234,
ST-08,3,Co-occ ST-07,ST-07,risk,risk,opportunity,opportunity,Moderate Positive,5,-0.0070509783694730375,-0.06776641643855699,41.0761154855643,20.0,-0.06071543806908396,0.00760105278122869,***
ST-08,3,LL ST-10->ST-08,ST-10,risk,risk,opportunity,opportunity,Moderate Leader,10,-0.005915489115463773,-0.030787777372783088,41.224489795918366,30.0,-0.02487228825731925,0.30364019473148174,
ST-08,3,LL ST-08->ST-10,ST-10,risk,risk,opportunity,opportunity,Moderate Leader,22,-0.005915489115463773,-0.047996151188069776,41.224489795918366,36.36363636363637,-0.04208066207260595,0.04817778506624637,**
ST-08,3,LL ST-12->ST-08,ST-12,risk,risk,adaptive,risk,Strong Leader,21,-0.00795071281985804,-0.0317311127155613,40.343347639484975,38.095238095238095,-0.025293700387421226,0.23382007099740099,
ST-08,3,LL ST-08->ST-12,ST-12,risk,risk,adaptive,risk,Strong Leader,27,-0.00795071281985804,0.02281818428604689,40.343347639484975,55.55555555555556,0.03170202034885154,0.008875413395215359,***
ST-08,3,LL ST-06->ST-08,ST-06,risk,risk,risk,risk,Strong Leader,5,-0.006632566725824276,0.0011065202294518544,41.25500667556742,40.0,0.007739086955276114,0.6592291977817615,
ST-08,3,LL ST-08->ST-06,ST-06,risk,risk,risk,risk,Strong Leader,11,-0.006632566725824276,-0.05615708826510037,41.25500667556742,27.27272727272727,-0.049524521539276056,0.014663219105150782,**
ST-08,3,LL FS-04->ST-08,FS-04,risk,risk,opportunity,opportunity,Strong Leader,30,-0.005726830177554897,-0.022781534719778132,41.78470254957507,36.666666666666664,-0.015394557293674619,0.2733905385123301,
ST-08,3,LL ST-08->FS-04,FS-04,risk,risk,opportunity,opportunity,Strong Leader,23,-0.005726830177554897,-0.0649224894712626,41.78470254957507,13.043478260869565,-0.05882708634535173,0.009685808874134505,***
ST-08,3,LL FS-01->ST-08,FS-01,risk,risk,opportunity,opportunity,Moderate Leader,5,-0.007598632916681822,-0.004482222327482816,40.87301587301587,40.0,0.00311641058919898,0.7606639925328902,
ST-08,3,LL ST-08->FS-01,FS-01,risk,risk,opportunity,opportunity,Moderate Leader,4,-0.007598632916681822,0.014922622949929326,40.87301587301587,50.0,0.022521255866611124,0.40236029571074416,
ST-08,5,Co-occ ST-11,ST-11,risk,risk,opportunity,opportunity,Strong Positive,32,-0.0072938332145223985,0.004811639751554314,41.08843537414966,46.875,0.012105472966076712,0.3390422043999761,
ST-08,5,Co-occ ST-13,ST-13,risk,risk,opportunity,opportunity,Strong Positive,23,-0.006502818914501155,-0.016039029053711518,41.66666666666667,30.434782608695656,-0.009536210139210362,0.44929226176483894,
ST-08,5,Co-occ FS-04,FS-04,risk,risk,opportunity,opportunity,Strong Positive,9,-0.007282999096691519,0.03483537496310512,41.16094986807388,55.55555555555556,0.04211837405979664,0.29600679919492623,
ST-08,5,Co-occ ST-12,ST-12,risk,risk,adaptive,risk,Strong Positive,21,-0.007153626679470102,0.00617193153621295,41.420911528150135,38.095238095238095,0.013325558215683053,0.6916813888252333,
ST-08,5,Co-occ ST-04,ST-04,risk,risk,risk,risk,Moderate Positive,14,-0.006485556487390139,-0.023097921829960715,41.168658698539176,50.0,-0.016612365342570577,0.48570338364856935,
ST-08,5,Co-occ FS-03,FS-03,risk,risk,opportunity,opportunity,Moderate Positive,7,-0.006772014940851492,-0.008609083653869972,41.31578947368421,42.857142857142854,-0.00183706871301848,0.9474444102514079,
ST-08,5,Co-occ ST-02B,ST-02B,risk,risk,risk,risk,Moderate Positive,22,-0.006954480197506917,-0.0011775997037078093,41.20805369127517,45.45454545454545,0.005776880493799107,0.7917753846797875,
ST-08,5,Co-occ ST-07,ST-07,risk,risk,opportunity,opportunity,Moderate Positive,5,-0.006370538795531627,-0.07052887568582508,41.46981627296588,20.0,-0.06415833689029346,0.016154776165571816,**
ST-08,5,LL ST-10->ST-08,ST-10,risk,risk,opportunity,opportunity,Moderate Leader,10,-0.004666374586826189,-0.030268774029451457,41.904761904761905,40.0,-0.025602399442625236,0.24748916048291902,
ST-08,5,LL ST-08->ST-10,ST-10,risk,risk,opportunity,opportunity,Moderate Leader,22,-0.004666374586826189,-0.06702372177329369,41.904761904761905,22.727272727272727,-0.06235734718646742,0.004598738168451577,***
ST-08,5,LL ST-12->ST-08,ST-12,risk,risk,adaptive,risk,Strong Leader,21,-0.0076509952948836365,-0.010466107001169598,41.05865522174535,42.857142857142854,-0.0036077668569845936,0.9062289534050072,
ST-08,5,LL ST-08->ST-12,ST-12,risk,risk,adaptive,risk,Strong Leader,27,-0.0076509952948836365,0.00915559766848626,41.05865522174535,51.85185185185185,0.016954936747743087,0.27081044714172453,
ST-08,5,LL ST-06->ST-08,ST-06,risk,risk,risk,risk,Strong Leader,5,-0.006059088113452185,0.017990266184225945,41.7890520694259,60.0,0.0240493542976781,0.347724909193297,
ST-08,5,LL ST-08->ST-06,ST-06,risk,risk,risk,risk,Strong Leader,11,-0.006059088113452185,-0.05867209350314424,41.7890520694259,9.090909090909092,-0.05261300538969202,0.012178713584526601,**
ST-08,5,LL FS-04->ST-08,FS-04,risk,risk,opportunity,opportunity,Strong Leader,30,-0.004756998927241989,-0.019984922533161958,41.78470254957507,43.333333333333336,-0.012979778249216287,0.5009829098609102,
ST-08,5,LL ST-08->FS-04,FS-04,risk,risk,opportunity,opportunity,Strong Leader,23,-0.004756998927241989,-0.08381363810158175,41.78470254957507,17.391304347826086,-0.07887326444781481,0.0025474028000107563,***
ST-08,5,LL FS-01->ST-08,FS-01,risk,risk,opportunity,opportunity,Moderate Leader,5,-0.006823413485532643,-0.020437921385459062,41.53439153439153,20.0,-0.013614507899926452,0.2482724363564046,
ST-08,5,LL ST-08->FS-01,FS-01,risk,risk,opportunity,opportunity,Moderate Leader,4,-0.006823413485532643,0.02552795036922178,41.53439153439153,50.0,0.03235136385475438,0.4474402361737444,
ST-08,10,Co-occ ST-11,ST-11,risk,risk,opportunity,opportunity,Strong Positive,32,-0.007840087968751342,0.021054823483368262,40.40816326530612,50.0,0.028894911452119604,0.2066552751715185,
ST-08,10,Co-occ ST-13,ST-13,risk,risk,opportunity,opportunity,Strong Positive,23,-0.006014282510713979,-0.026699309460576096,41.12903225806452,30.434782608695656,-0.020685026949862115,0.2582028190087433,
ST-08,10,Co-occ FS-04,FS-04,risk,risk,opportunity,opportunity,Strong Positive,9,-0.007019700508594221,0.025802519994440835,40.633245382585756,55.55555555555556,0.03282222050303506,0.5424559392874468,
ST-08,10,Co-occ ST-12,ST-12,risk,risk,adaptive,risk,Strong Positive,21,-0.006596774962299847,-0.00797696112803641,41.152815013404826,28.57142857142857,-0.0013801861657365636,0.980582214774605,
ST-08,10,Co-occ ST-04,ST-04,risk,risk,risk,risk,Moderate Positive,14,-0.006698862579153419,-0.0031761988187091034,40.90305444887118,35.714285714285715,0.0035226637604443153,0.9423928936031214,
ST-08,10,Co-occ FS-03,FS-03,risk,risk,opportunity,opportunity,Moderate Positive,7,-0.007070243450957471,0.040667816737603654,40.526315789473685,71.42857142857143,0.047738060188561124,0.4175685840588437,
ST-08,10,Co-occ ST-02B,ST-02B,risk,risk,risk,risk,Moderate Positive,22,-0.006046408038219894,-0.026551650776846868,41.20805369127517,27.27272727272727,-0.020505242738626972,0.3743654103754297,
ST-08,10,Co-occ ST-07,ST-07,risk,risk,opportunity,opportunity,Moderate Positive,5,-0.006269299918741631,-0.06230075349666566,40.94488188976378,20.0,-0.05603145357792403,0.12325836870459628,
ST-08,10,LL ST-10->ST-08,ST-10,risk,risk,opportunity,opportunity,Moderate Leader,10,-0.004396387481466949,-0.005519421393934869,41.224489795918366,50.0,-0.0011230339124678945,0.979762276460109,
ST-08,10,LL ST-08->ST-10,ST-10,risk,risk,opportunity,opportunity,Moderate Leader,22,-0.004396387481466949,-0.08191687694304067,41.224489795918366,22.727272727272727,-0.07752048946157361,0.0014311181007744533,***
ST-08,10,LL ST-12->ST-08,ST-12,risk,risk,adaptive,risk,Strong Leader,21,-0.007291654655952056,-0.016521933112805125,40.915593705293276,33.33333333333333,-0.010526376585273195,0.7799399768072641,
ST-08,10,LL ST-08->ST-12,ST-12,risk,risk,adaptive,risk,Strong Leader,27,-0.007291654655952056,0.019028549074814688,40.915593705293276,51.85185185185185,0.026684669971891232,0.3090727797557282,
ST-08,10,LL ST-06->ST-08,ST-06,risk,risk,risk,risk,Strong Leader,5,-0.006281330664713256,0.07388582140843541,41.1214953271028,60.0,0.08016715207314866,0.08459009210101365,*
ST-08,10,LL ST-08->ST-06,ST-06,risk,risk,risk,risk,Strong Leader,11,-0.006281330664713256,-0.0705779871006257,41.1214953271028,9.090909090909092,-0.06429665643591241,0.0004214949135283863,***
ST-08,10,LL FS-04->ST-08,FS-04,risk,risk,opportunity,opportunity,Strong Leader,30,-0.004565771240008111,0.019257230872032793,41.21813031161473,50.0,0.027764954642362356,0.29302499916604785,
ST-08,10,LL ST-08->FS-04,FS-04,risk,risk,opportunity,opportunity,Strong Leader,23,-0.004565771240008111,-0.13309785772063232,41.21813031161473,8.695652173913043,-0.13013514402545723,9.633526415941951e-05,***
ST-08,10,LL FS-01->ST-08,FS-01,risk,risk,opportunity,opportunity,Moderate Leader,5,-0.007295672055236707,0.0689935314215082,40.74074074074074,40.0,0.07628920347674481,0.40181422911435405,
ST-08,10,LL ST-08->FS-01,FS-01,risk,risk,opportunity,opportunity,Moderate Leader,4,-0.007295672055236707,0.024952581806528713,40.74074074074074,50.0,0.0322482538617654,0.3970297379792789,
ST-08,15,Co-occ ST-11,ST-11,risk,risk,opportunity,opportunity,Strong Positive,32,-0.004325530479576288,0.018672070657909528,40.816326530612244,43.75,0.022997601137485814,0.389514553305903,
ST-08,15,Co-occ ST-13,ST-13,risk,risk,opportunity,opportunity,Strong Positive,23,-0.0033017697192160027,-0.005445303058207019,40.86021505376344,43.47826086956522,-0.0021435333389910167,0.9355540817427153,
ST-08,15,Co-occ FS-04,FS-04,risk,risk,opportunity,opportunity,Strong Positive,9,-0.0035455538747897484,0.011752355072795793,41.029023746701846,33.33333333333333,0.01529790894758554,0.7832594067811325,
ST-08,15,Co-occ ST-12,ST-12,risk,risk,adaptive,risk,Strong Positive,21,-0.0033470018223471253,-0.004042632474500566,41.152815013404826,33.33333333333333,-0.0006956306521534402,0.9896176719379213,
ST-08,15,Co-occ ST-04,ST-04,risk,risk,risk,risk,Moderate Positive,14,-0.0035562182241686995,0.0068624058116830144,41.03585657370518,35.714285714285715,0.010418624035851714,0.8489549789630897,
ST-08,15,Co-occ FS-03,FS-03,risk,risk,opportunity,opportunity,Moderate Positive,7,-0.0038691558903669837,0.05125711932049144,40.78947368421053,57.14285714285714,0.05512627521085842,0.39732045833989593,
ST-08,15,Co-occ ST-02B,ST-02B,risk,risk,risk,risk,Moderate Positive,22,-0.0023092927320712575,-0.03915161618374459,41.47651006711409,22.727272727272727,-0.036842323451673334,0.09326543260468378,*
ST-08,15,Co-occ ST-07,ST-07,risk,risk,opportunity,opportunity,Moderate Positive,5,-0.0029721599383561136,-0.06339455368162199,41.0761154855643,20.0,-0.06042239374326587,0.08574038614727764,*
ST-08,15,LL ST-10->ST-08,ST-10,risk,risk,opportunity,opportunity,Moderate Leader,10,4.3386377173968606e-05,-0.03785136033464701,41.36054421768707,40.0,-0.03789474671182094,0.33461497547474117,
ST-08,15,LL ST-08->ST-10,ST-10,risk,risk,opportunity,opportunity,Moderate Leader,22,4.3386377173968606e-05,-0.10159700115053934,41.36054421768707,27.27272727272727,-0.10164038752771316,0.0012019039756918648,***
ST-08,15,LL ST-12->ST-08,ST-12,risk,risk,adaptive,risk,Strong Leader,21,-0.004286160169189649,-0.010761494803545081,41.48783977110158,28.57142857142857,-0.007987789507604592,0.8730459122104428,
ST-08,15,LL ST-08->ST-12,ST-12,risk,risk,adaptive,risk,Strong Leader,27,-0.004286160169189649,0.025973537691755085,41.48783977110158,40.74074074074074,0.03049524139570945,0.4079910095520276,
